to_node from_node capacity prob_failure
1	2	5000.0	0.013929889190933862
1	3	5000.0	0.014921264426660058
2	1	5000.0	0.007634516257740716
2	5	5000.0	0.007268644162958843
3	1	5000.0	0.0007336566902685085
3	4	5000.0	0.011101498283298053
3	6	5000.0	0.003058709486442391
5	2	5000.0	0.006861444068163402
5	4	5000.0	0.0027194928170651963
5	6	5000.0	0.00026181219822829564
4	3	5000.0	0.0029464589089660516
4	5	5000.0	0.01611900867116108
4	7	5000.0	0.0008697836473254822
4	8	5000.0	0.03584394052409195
6	3	5000.0	0.0011447407449076245
6	5	5000.0	0.004592301488512019
6	7	5000.0	0.012826905790286412
6	8	5000.0	0.0023530792622935325
7	4	5000.0	0.0014102338678453757
7	6	5000.0	6.13689726404703e-5
7	8	5000.0	0.013537163441743261
7	11	5000.0	0.02407767428078615
8	4	5000.0	0.0008748293857618767
8	6	5000.0	0.0037057934108829307
8	7	5000.0	0.01864239551684392
8	10	5000.0	0.028998614530739823
11	7	5000.0	0.0022940317771607856
11	9	5000.0	0.017543899515718598
11	10	5000.0	0.01537477629735277
11	12	5000.0	0.0018528712871183914
10	8	5000.0	0.024186817123483376
10	9	5000.0	0.019608820545397365
10	11	5000.0	0.006907284075502658
10	12	5000.0	0.005883912773381291
9	10	5000.0	0.007093151659326568
9	11	5000.0	0.0028432131719363625
12	10	5000.0	0.003725348098354591
12	11	5000.0	0.007820335711942756
